Position,"Track Name",Artist,Streams,URL
76,"La pluie (feat. Stromae)",Orelsan,6391,https://open.spotify.com/track/4cYFep5SECqb4EsSkF82e0
77,Africa,Toto,6248,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
78,"More Than You Know","Axwell /\ Ingrosso",6221,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
79,"All The Stars (with SZA)","Kendrick Lamar",6216,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
80,Paranoid,"Post Malone",6206,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
81,"Verover Mij - Uit Liefde Voor Muziek","Niels Destadsbader",6180,https://open.spotify.com/track/12xl1LfCuvaGGTEbaR10vc
82,Somebody,"The Chainsmokers",6045,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
83,Stargazing,Kygo,5981,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
84,"River (feat. Ed Sheeran)",Eminem,5970,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
85,Perfect,"Ed Sheeran",5923,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
86,Djadja,"Aya Nakamura",5907,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
87,"Taste (feat. Offset)",Tyga,5865,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
88,"Something Just Like This","The Chainsmokers",5759,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
89,"Sorry Not Sorry","Demi Lovato",5702,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
90,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",5684,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
91,Anywhere,"Rita Ora",5628,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
92,"Where Were You In The Morning?","Shawn Mendes",5625,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
93,"La Cintura","Alvaro Soler",5543,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
